Tweet_Content,First_Level_True,First_Level_Pred,Second_Level_True,Second_Level_Pred,Sentiment
we do only for parents to start saying no because some schools are not allowing the child back unless have a test which its either miles away or cant get the test is for coronavirus but as a parent you are stuck in the middle  your child needs school its a farce ,0,0,1,1,Negative
these are the tapes of trump saying he lied to america,1,1,3,3,Neutral
face mask tower of terror mickey mouse goofy twilight zone washable reusable comfortable disney attraction with elastic ear loops hollywoodstudios towerofterror twilightzone disney facemask mask coronavirus,0,0,0,0,Positive
by dotardtrumps magicalthinking dont you worry california the idiot who paid someone to sit his sat exams says it will get coolercoronavirus superspreaderevent superspreaderdotardtrump trumpvirus realitytvstarsmakeshitpresidents magicalthinkingtrump 22,0,1,0,2,Negative
coronavirus live update in pakistan 2020 coronavirus live updates in pakistan covid-19 is a disease caused by sars-cov2 virus and start spreading in december 2019 from wuhan in china covid-19 is named by world health organization as its acronym based on coronavirus disea,0,0,1,1,Positive
dont forget trump told bob woodward that i wanted to always play the coronavirus down and there are tapes rage bob woodward book reveals that trump deliberately lied about the coronavirus,0,0,1,1,Negative
then came the double shock of the hollywood superstar and the australian politician who brought the virus to australia on 12 march tom hanks and his wife rita wilson went into quarantine on the gold coast after they tested positive for coronavirus,0,0,1,1,Positive
undoubtedly the gops slimmed-down coronavirus relief bill will give even more to the filthy rich who already made millions on the first one  millions off the pain sickness deaths and suffering of americans doing their best to survive trumps pandemic,0,0,0,0,Positive
interesting follow-up today fauci believes well get a decision on us vaccine trials in november or december so those 100 million doses might start going into arms 3-4 months from nowi certainly hope it works out that way,1,1,3,3,Positive
theres a surprise shed report her neighbour for breathing if it helped further her career,1,1,3,3,Neutral
this is the third school to have a confirmed case just weeks into the start of term,1,1,3,3,Positive
covid-19 bombshell chinese defector virologist publishes explosive proof coronavirus is man-made after fleeing to america over cover-up follow link for dr li-meng yans report,0,0,1,1,Neutral
trump killed 200000 americans you could have stopped this,1,1,3,3,Negative
pray for all in dire situations  from coronavirus pandemic and deaths  social injustices-murdersltgtvv between police  communities dealing with violence against children and rampant random natural disasters such as fires on the west coast hurricanes in the gulf every week,0,0,1,1,Negative
itll start getting cooler oh you mean like how coronavirus was gonna be gone by the end of march like a miracle how do people take anything he says seriously like do trump supporters just hear the charlie brown teacher voice go mwah wa wawawmwah every time he speaks,0,0,1,1,Negative
as the world deals the the deadly coronavirus pandemic it is important to take care of our mental health there can be many reasons which can drive people to commit suicide depression anxiety fear nervousness defeat lack of confidences are some o,0,0,0,0,Positive
tv media is turning coronavirus into the second red scare,0,0,0,0,Neutral
the coronavirus pcr tests are being amplified 35 to 40 times until a positive test result comes in experts agree that anything amplified over 30 is a false positive no wonder were getting so many case positives stop the scam ,0,0,1,1,Positive
coronavirus will just go away and the climate will start getting cooler lucky us,0,0,1,1,Positive
covid19 lockdowns limiting contacts in low risks highly connected prevents immunity,1,1,3,3,Positive
the covid-19 coronavirus targets the lungs foremost but also the kidneys liverm and blood vessels -- and now scientists are finding that the virus may also attack the brain,0,0,1,1,Neutral
what a load of more fear mongering to scare the sheepleagenda21 covert19 coronavirus new study reveals covid-19 slices up heart cells into fragments,0,0,0,0,Positive
nobody is reading our coronavirus fear mongering articles anymore what else can we scare them with hurricanes,0,0,0,0,Neutral
while collins florida us sens marco rubio amp rick scott book rage by bob woodward in which trump admits he knew the dangers of the coronavirus pandemic in early 2020 trump has admitted as much but has said he did not want to panic the country,0,0,1,0,Positive
so freaking anxious i love it when stuff out of my control needs dealing w double whammy of waiting until tomorrow to do it as well as being unsure itll be easy to deal with socialanxiety to the max coronavirus anxiety amp anxiety of if theyre right for what i need loveit,0,0,0,1,Positive
do-nothing pm plays optics white-anting andrews and stoking impatience,1,1,3,3,Neutral
i dont want to scare people trump again defends downplaying covid-19  huffpost,1,1,2,2,Neutral
tre45on caused unrest amp panic by encouraging protest against governors who have imposed virus restrictions,1,1,2,2,Neutral
if you honestly didnt want to create covid19 panic why not enforce defenseproductionact dpa for more medical supplies why not approve more  for states why deny a national facemask order why not support more coronavirus testing these things would ease us trumpknew,0,0,0,0,Positive
these people are pro-ignorance pro-stupidity and pro-selfishness im all right and damn the rest of humanity no wonder america has 67 million coronavirus cases and nearly 200000 coronavirus deaths,0,0,1,1,Positive
ivanka knows maga are sheep,1,1,3,3,Neutral
coronavirus in scotland hundreds of patients are missing from test and protect system so theyre getting tested and then disappearing into thin air without anyone knowing were they have gone is it any wonder the infection rates are back up,0,0,1,1,Negative
how the coronavirus attacks the brain its not just the lungs the pathogen may enter brain cells causing symptoms like delirium and confusion scientists reported,0,0,0,0,Neutral
